coin,date,open,high,low,close,volume,market_cap,circulating_supply,ret,rv_7d,rv_30d,range_abs,range_pct,group
AERO,2025-07-14,0.8215,0.8768,0.8127,0.8329,16791994.1,666820334,878872433.810755,0.013877054169202596,,,0.06410000000000005,0.07887289282638126,Other
AERO,2025-07-15,0.8329,0.8536,0.7886,0.8511,12818487.790000001,666820334,878872433.810755,0.021851362708608546,0.7018479463650706,,0.06500000000000006,0.08242454983515098,Other
AERO,2025-07-16,0.8511,1.0,0.8423,0.9326,25843993.75,666820334,878872433.810755,0.0957584302667136,0.854328829787999,,0.15769999999999995,0.18722545411373612,Other
AERO,2025-07-17,0.9326,0.9478,0.8751,0.9199,20713167.46,666820334,878872433.810755,-0.013617842590606832,0.8087081081477807,,0.07269999999999999,0.08307621986058734,Other
AERO,2025-07-18,0.9199,0.9684,0.8785,0.9001,14088195.08,666820334,878872433.810755,-0.021524078704207028,0.8634528157270663,,0.08990000000000009,0.10233352305065463,Other
AERO,2025-07-19,0.9001,0.9046,0.8558,0.874,6343854.64,666820334,878872433.810755,-0.028996778135762735,0.8861840005378984,,0.048799999999999955,0.0570226688478616,Other
AERO,2025-07-20,0.874,0.9807,0.8701,0.9412,14797599.11,666820334,878872433.810755,0.07688787185354706,0.9316822795506561,,0.11060000000000003,0.1271118262268705,Other
AERO,2025-07-21,0.9412,0.9909,0.9248,0.9762,11129613.07,666820334,878872433.810755,0.037186570335741465,0.9366333464048263,,0.06610000000000005,0.07147491349480975,Other
AERO,2025-07-22,0.9762,1.01,0.9293,0.9797,12994585.76,666820334,878872433.810755,0.0035853308748208246,0.9483196500354634,,0.0807,0.08683955665554718,Other
AERO,2025-07-23,0.9797,0.9802,0.8786,0.9091,11146255.94,666820334,878872433.810755,-0.07206287639073183,0.9209088977554831,,0.10159999999999991,0.11563851582062361,Other
AERO,2025-07-24,0.9091,0.9549,0.8614,0.888,9042971.43,666820334,878872433.810755,-0.023209767902320988,0.9304147649807843,,0.09349999999999992,0.10854423032273033,Other
AERO,2025-07-25,0.888,0.8994,0.8458,0.8937,7366015.95,666820334,878872433.810755,0.006418918918918992,0.9202571084482997,,0.05359999999999998,0.06337195554504609,Other
AERO,2025-07-26,0.8937,0.9137,0.885,0.8872,4780463.52,666820334,878872433.810755,-0.00727313416135178,0.8915786589146577,,0.028699999999999948,0.03242937853107339,Other
AERO,2025-07-27,0.8872,0.9167,0.8848,0.9008,3920623.17,666820334,878872433.810755,0.015329125338142457,0.6630858600935423,,0.03189999999999993,0.03605334538878834,Other
AERO,2025-07-28,0.9008,0.938,0.8401,0.8551,8880763.23,666820334,878872433.810755,-0.05073268206039083,0.6195105168021378,,0.09789999999999999,0.1165337459826211,Other
AERO,2025-07-29,0.8551,0.861,0.802,0.8163,7535918.36,666820334,878872433.810755,-0.045374809963746876,0.6152638436311129,,0.05899999999999994,0.07356608478802985,Other
AERO,2025-07-30,0.8163,0.8351,0.7777,0.8166,7711772.63,666820334,878872433.810755,0.0003675119441381991,0.48965573823518205,,0.05740000000000001,0.07380738073807382,Other
AERO,2025-07-31,0.8166,0.8445,0.7838,0.7903,7289742.76,666820334,878872433.810755,-0.03220671075189807,0.5030429496626793,,0.060699999999999976,0.0774432253125797,Other
AERO,2025-08-01,0.7903,0.8086,0.7543,0.767,9144420.22,666820334,878872433.810755,-0.029482475009490083,0.47054794486354734,,0.054300000000000015,0.07198727296831502,Other
AERO,2025-08-02,0.767,0.7786,0.7297,0.7433,5227301.79,666820334,878872433.810755,-0.030899608865710637,0.45835453540854454,,0.048899999999999944,0.06701384130464566,Other
AERO,2025-08-03,0.7433,0.7842,0.7357,0.7791,4685041.06,666820334,878872433.810755,0.04816359478003496,0.6528949820937233,,0.04849999999999999,0.06592361016718769,Other
AERO,2025-08-04,0.7791,0.8142,0.7778,0.7903,5699403.4,666820334,878872433.810755,0.014375561545372895,0.6356474411974954,,0.03639999999999999,0.04679866289534583,Other
AERO,2025-08-05,0.7903,0.7911,0.718,0.7364,8528462.78,666820334,878872433.810755,-0.0682019486271036,0.7262632633415994,,0.07310000000000005,0.10181058495821735,Other
AERO,2025-08-06,0.7364,0.7677,0.7264,0.7605,4930779.0600000005,666820334,878872433.810755,0.03272677892449738,0.7990986155796168,,0.0413,0.056855726872246694,Other
AERO,2025-08-07,0.7605,0.7635,0.759,0.7624,118155.4,666820334,878872433.810755,0.002498356344510233,0.7777502415826835,0.8192252996569244,0.0044999999999999485,0.005928853754940643,Other
AIOZ,2025-07-08,0.3044,0.3138,0.2987,0.3058,519409.18,383047649,1186879247.938094,,,,0.015100000000000002,0.050552393706059594,Other
AIOZ,2025-07-09,0.3058,0.3285,0.303,0.3224,643511.18,383047649,1186879247.938094,0.05428384565075217,,,0.025500000000000023,0.08415841584158423,Other
AIOZ,2025-07-10,0.3224,0.3621,0.316,0.3539,1672248.28,383047649,1186879247.938094,0.09770471464019836,,,0.046099999999999974,0.145886075949367,Other
AIOZ,2025-07-11,0.3539,0.39,0.3443,0.3556,3027735.85,383047649,1186879247.938094,0.00480361684091557,,,0.04570000000000002,0.1327330816148708,Other
AIOZ,2025-07-12,0.3556,0.364,0.3383,0.3465,952601.79,383047649,1186879247.938094,-0.02559055118110254,,,0.0257,0.07596807567248005,Other
AIOZ,2025-07-13,0.3465,0.3799,0.3447,0.3705,1616741.8800000001,383047649,1186879247.938094,0.06926406926406936,,,0.03520000000000001,0.1021177835799246,Other
AIOZ,2025-07-14,0.3705,0.3936,0.3705,0.3822,1873982.52,383047649,1186879247.938094,0.03157894736842093,,,0.02310000000000001,0.062348178137651845,Other
AIOZ,2025-07-15,0.3822,0.3884,0.36,0.3849,1640676.43,383047649,1186879247.938094,0.007064364207221452,0.8123529734123569,,0.028400000000000036,0.078888888888889,Other
AIOZ,2025-07-16,0.3849,0.4199,0.3829,0.4069,1870349.45,383047649,1186879247.938094,0.05715770329955827,0.8169362949294355,,0.03699999999999998,0.09663097414468523,Other
AIOZ,2025-07-17,0.4069,0.4399,0.3962,0.4191,2238429.1,383047649,1186879247.938094,0.029982796755959606,0.6215453589270538,,0.04370000000000002,0.1102978293791015,Other
AIOZ,2025-07-18,0.4191,0.4361,0.3826,0.3888,2389090.51,383047649,1186879247.938094,-0.07229778095919825,0.9406134159262616,,0.05349999999999999,0.13983272347098796,Other
AIOZ,2025-07-19,0.3888,0.4011,0.3829,0.3919,921852.64,383047649,1186879247.938094,0.007973251028806638,0.8844843188843557,,0.018199999999999994,0.04753199268738572,Other
AIOZ,2025-07-20,0.3919,0.4391,0.3887,0.4073,1708018.8,383047649,1186879247.938094,0.03929573870885417,0.8029234195978108,,0.0504,0.12966297916130692,Other
AIOZ,2025-07-21,0.4073,0.4875,0.4022,0.4675,4094080.39,383047649,1186879247.938094,0.14780260250429667,1.261760292380504,,0.08529999999999999,0.2120835405271009,Other
AIOZ,2025-07-22,0.4675,0.4994,0.4324,0.465,3988490.43,383047649,1186879247.938094,-0.005347593582887722,1.2791454609783017,,0.067,0.15494912118408882,Other
AIOZ,2025-07-23,0.465,0.4701,0.3928,0.4175,2044009.6700000002,383047649,1186879247.938094,-0.10215053763440873,1.555031858977069,,0.07730000000000004,0.19679226069246444,Other
AIOZ,2025-07-24,0.4175,0.4245,0.391,0.4024,2014029.56,383047649,1186879247.938094,-0.036167664670658684,1.5674886674434845,,0.033499999999999974,0.08567774936061374,Other
AIOZ,2025-07-25,0.4024,0.4152,0.392,0.4108,1134291.14,383047649,1186879247.938094,0.020874751491053667,1.4573761316260314,,0.0232,0.05918367346938775,Other
AIOZ,2025-07-26,0.4108,0.428,0.4026,0.4126,1016509.8400000001,383047649,1186879247.938094,0.004381694255112034,1.4579594613248519,,0.025399999999999978,0.06308991554893188,Other
AIOZ,2025-07-27,0.4126,0.4295,0.3961,0.4194,1233546.48,383047649,1186879247.938094,0.016480853126514816,1.4390788128372936,,0.033399999999999985,0.08432214087351675,Other
AIOZ,2025-07-28,0.4194,0.4275,0.3846,0.3937,1289060.82,383047649,1186879247.938094,-0.061278016213638486,0.870196128020962,,0.042899999999999994,0.11154446177847112,Other
AIOZ,2025-07-29,0.3937,0.4028,0.374,0.3777,1247820.94,383047649,1186879247.938094,-0.04064008128016261,0.863155154076104,,0.028799999999999992,0.07700534759358287,Other
AIOZ,2025-07-30,0.3777,0.3816,0.3495,0.3612,1349478.66,383047649,1186879247.938094,-0.04368546465448764,0.6311559044989319,,0.03210000000000002,0.09184549356223182,Other
AIOZ,2025-07-31,0.3612,0.3878,0.353,0.3557,1205094.0,383047649,1186879247.938094,-0.015227021040974509,0.6164768384911072,,0.0348,0.09858356940509914,Other
AIOZ,2025-08-01,0.3557,0.3569,0.3298,0.3356,1019231.11,383047649,1186879247.938094,-0.05650829350576325,0.5792825935615266,,0.027100000000000013,0.08217101273499094,Other
AIOZ,2025-08-02,0.3356,0.3462,0.3122,0.3235,865910.14,383047649,1186879247.938094,-0.03605482717520858,0.511059942570009,,0.03400000000000003,0.10890454836643187,Other
AIOZ,2025-08-03,0.3235,0.3442,0.318,0.3387,694400.15,383047649,1186879247.938094,0.04698608964451312,0.7046180468139448,,0.0262,0.08238993710691823,Other
AIOZ,2025-08-04,0.3387,0.356,0.3323,0.3514,678466.37,383047649,1186879247.938094,0.03749630941836424,0.7894043208401705,,0.0237,0.07132109539572676,Other
AIOZ,2025-08-05,0.3514,0.3524,0.32,0.3311,915660.46,383047649,1186879247.938094,-0.05776892430278879,0.8313290253561996,,0.032399999999999984,0.10124999999999995,Other
AIOZ,2025-08-06,0.3311,0.3377,0.315,0.3213,1091766.44,383047649,1186879247.938094,-0.029598308668076223,0.810635075824211,,0.022699999999999998,0.07206349206349205,Other
AIOZ,2025-08-07,0.3213,0.3233,0.3206,0.3217,33333.11,383047649,1186879247.938094,0.0012449424214131533,0.8200284649317138,1.0278910914776171,0.00269999999999998,0.008421709295071678,Other
AKT,2025-07-08,1.06,1.082,1.046,1.073,474607.38,320644219,275485496.965072,,,,0.03600000000000003,0.03441682600382412,Other
AKT,2025-07-09,1.073,1.138,1.073,1.136,1211753.62,320644219,275485496.965072,0.05871388630009311,,,0.06499999999999995,0.060577819198508805,Other
AKT,2025-07-10,1.136,1.223,1.113,1.212,1496077.56,320644219,275485496.965072,0.06690140845070425,,,0.1100000000000001,0.09883198562443854,Other
AKT,2025-07-11,1.212,1.261,1.178,1.199,1595399.98,320644219,275485496.965072,-0.010726072607260662,,,0.08299999999999996,0.07045840407470286,Other
AKT,2025-07-12,1.199,1.386,1.189,1.306,2995997.08,320644219,275485496.965072,0.0892410341951626,,,0.19699999999999984,0.1656854499579477,Other
AKT,2025-07-13,1.306,1.482,1.306,1.353,4106473.0300000003,320644219,275485496.965072,0.03598774885145484,,,0.17599999999999993,0.13476263399693716,Other
AKT,2025-07-14,1.353,1.416,1.299,1.384,2676567.11,320644219,275485496.965072,0.02291204730229124,,,0.11699999999999999,0.09006928406466512,Other
AKT,2025-07-15,1.384,1.394,1.304,1.388,1850308.12,320644219,275485496.965072,0.0028901734104045396,0.6856806864058521,,0.08999999999999986,0.06901840490797535,Other
AKT,2025-07-16,1.388,1.428,1.341,1.396,2184499.18,320644219,275485496.965072,0.0057636887608070175,0.6948627227735525,,0.08699999999999997,0.06487695749440714,Other
AKT,2025-07-17,1.396,1.41,1.339,1.384,1468274.57,320644219,275485496.965072,-0.008595988538681931,0.667068099871436,,0.07099999999999995,0.053024645257654934,Other
AKT,2025-07-18,1.384,1.438,1.345,1.375,2073011.54,320644219,275485496.965072,-0.006502890173410325,0.6559783999258769,,0.09299999999999997,0.06914498141263939,Other
AKT,2025-07-19,1.375,1.392,1.334,1.382,1132091.42,320644219,275485496.965072,0.005090909090909035,0.3051494274336011,,0.05799999999999983,0.043478260869565084,Other
AKT,2025-07-20,1.382,1.539,1.375,1.498,3253914.69,320644219,275485496.965072,0.08393632416787278,0.6123570978398267,,0.16399999999999992,0.11927272727272721,Other
AKT,2025-07-21,1.498,1.558,1.489,1.535,1926641.32,320644219,275485496.965072,0.024699599465954458,0.6138837257793833,,0.06899999999999995,0.04633982538616518,Other
AKT,2025-07-22,1.535,1.538,1.432,1.5,1961283.96,320644219,275485496.965072,-0.02280130293159599,0.6709262270712051,,0.1060000000000001,0.07402234636871516,Other
AKT,2025-07-23,1.5,1.5,1.336,1.369,2046759.44,320644219,275485496.965072,-0.08733333333333337,0.9842791323723257,,0.16399999999999992,0.12275449101796401,Other
AKT,2025-07-24,1.369,1.451,1.309,1.359,2257446.16,320644219,275485496.965072,-0.007304601899196461,0.9837682912971253,,0.14200000000000013,0.10847975553857916,Other
AKT,2025-07-25,1.359,1.371,1.31,1.366,1294736.15,320644219,275485496.965072,0.005150846210449034,0.9837329048707136,,0.06099999999999994,0.04656488549618316,Other
AKT,2025-07-26,1.366,1.402,1.357,1.391,924489.83,320644219,275485496.965072,0.01830161054172752,0.9923118855921373,,0.04499999999999993,0.03316138540899037,Other
AKT,2025-07-27,1.391,1.439,1.374,1.431,707244.03,320644219,275485496.965072,0.02875629043853345,0.7707052631148191,,0.06499999999999995,0.04730713245997085,Other
AKT,2025-07-28,1.431,1.461,1.309,1.32,1545217.73,320644219,275485496.965072,-0.07756813417190778,0.8717579117931737,,0.15200000000000014,0.11611917494270446,Other
AKT,2025-07-29,1.32,1.357,1.267,1.302,1235102.33,320644219,275485496.965072,-0.013636363636363669,0.8727335331694428,,0.09000000000000008,0.07103393843725342,Other
AKT,2025-07-30,1.302,1.302,1.212,1.257,1264355.6,320644219,275485496.965072,-0.03456221198156695,0.6846303945915718,,0.09000000000000008,0.07425742574257432,Other
AKT,2025-07-31,1.257,1.28,1.198,1.201,657708.7,320644219,275485496.965072,-0.0445505171042162,0.7223626937743101,,0.08200000000000007,0.06844741235392326,Other
AKT,2025-08-01,1.201,1.207,1.148,1.17,1084075.01,320644219,275485496.965072,-0.025811823480433094,0.6991647266412905,,0.05900000000000016,0.05139372822299666,Other
AKT,2025-08-02,1.17,1.175,1.114,1.137,706751.5700000001,320644219,275485496.965072,-0.028205128205128105,0.6144547411498257,,0.06099999999999994,0.054757630161579834,Other
AKT,2025-08-03,1.137,1.184,1.123,1.179,308637.64,320644219,275485496.965072,0.03693931398416894,0.661432390111306,,0.06099999999999994,0.05431878895814777,Other
AKT,2025-08-04,1.179,1.213,1.164,1.208,770171.33,320644219,275485496.965072,0.024597116200169467,0.5918857839962808,,0.049000000000000155,0.04209621993127161,Other
AKT,2025-08-05,1.208,1.21,1.132,1.152,534206.94,320644219,275485496.965072,-0.04635761589403975,0.6418506862409717,,0.07800000000000007,0.06890459363957604,Other
AKT,2025-08-06,1.152,1.171,1.125,1.164,388229.26,320644219,275485496.965072,0.01041666666666674,0.6484861802113061,,0.04600000000000004,0.040888888888888926,Other
AKT,2025-08-07,1.164,1.165,1.157,1.161,33485.86,320644219,275485496.965072,-0.002577319587628746,0.5814848758750684,0.7914535766551994,0.008000000000000007,0.006914433880726022,Other
ALGO,2025-07-08,0.176,0.181,0.173,0.1792,2298876.27,2122716900,8697400012.838848,,,,0.008000000000000007,0.046242774566474035,Other
ALGO,2025-07-09,0.1792,0.1938,0.1785,0.1924,5158892.25,2122716900,8697400012.838848,0.07366071428571419,,,0.015300000000000008,0.08571428571428576,Other
ALGO,2025-07-10,0.1924,0.2142,0.1903,0.2122,9287728.55,2122716900,8697400012.838848,0.10291060291060306,,,0.023900000000000005,0.1255911718339464,Other
ALGO,2025-07-11,0.2122,0.2366,0.2105,0.2183,15616230.31,2122716900,8697400012.838848,0.02874646559849192,,,0.026100000000000012,0.12399049881235161,Other
ALGO,2025-07-12,0.2183,0.2277,0.2126,0.219,6609610.73,2122716900,8697400012.838848,0.0032065964269354374,,,0.015100000000000002,0.07102539981185325,Other
ALGO,2025-07-13,0.219,0.2701,0.2174,0.2638,42642806.86,2122716900,8697400012.838848,0.204566210045662,,,0.0527,0.24241030358785645,Other
ALGO,2025-07-14,0.2638,0.31,0.2627,0.2795,73576217.39,2122716900,8697400012.838848,0.059514783927217874,,,0.04730000000000001,0.1800532927293491,Other
ALGO,2025-07-15,0.2795,0.2963,0.2691,0.2838,33546962.12,2122716900,8697400012.838848,0.01538461538461533,1.3157948202651473,,0.027200000000000002,0.1010776662950576,Other
ALGO,2025-07-16,0.2838,0.2965,0.2741,0.2848,28148050.02,2122716900,8697400012.838848,0.0035236081747709314,1.3979017889001608,,0.022399999999999975,0.0817219992703392,Other
ALGO,2025-07-17,0.2848,0.3296,0.2772,0.3186,68046419.6,2122716900,8697400012.838848,0.11867977528089879,1.4317861695655132,,0.0524,0.18903318903318905,Other
ALGO,2025-07-18,0.3186,0.3361,0.2884,0.2939,44419208.65,2122716900,8697400012.838848,-0.07752667922159451,1.7516217704859156,,0.04770000000000002,0.16539528432732323,Other
ALGO,2025-07-19,0.2939,0.2969,0.2821,0.2914,11761394.59,2122716900,8697400012.838848,-0.008506294658046976,1.7712721037530337,,0.01479999999999998,0.0524636653668911,Other
ALGO,2025-07-20,0.2914,0.3067,0.2859,0.2914,11777252.0,2122716900,8697400012.838848,0.0,1.162015562614819,,0.020799999999999985,0.07275271073802024,Other
ALGO,2025-07-21,0.2914,0.3116,0.2868,0.2982,16407499.89,2122716900,8697400012.838848,0.02333562113932741,1.1074309853176318,,0.02479999999999999,0.08647140864714083,Other
ALGO,2025-07-22,0.2982,0.3002,0.2796,0.2967,13218630.89,2122716900,8697400012.838848,-0.005030181086519092,1.1119782734775698,,0.020600000000000007,0.07367668097281833,Other
ALGO,2025-07-23,0.2967,0.2967,0.258,0.2675,15977917.15,2122716900,8697400012.838848,-0.09841590832490732,1.3532055898824953,,0.03870000000000001,0.15000000000000005,Other
ALGO,2025-07-24,0.2675,0.2738,0.2495,0.2617,14010538.89,2122716900,8697400012.838848,-0.021682242990654355,0.8461232801851193,,0.02429999999999999,0.09739478957915827,Other
ALGO,2025-07-25,0.2617,0.2707,0.2515,0.267,11680705.94,2122716900,8697400012.838848,0.02025219717233484,0.7818979694885769,,0.019199999999999995,0.07634194831013914,Other
ALGO,2025-07-26,0.267,0.2814,0.2649,0.2746,8144728.22,2122716900,8697400012.838848,0.028464419475655367,0.8379950439187417,,0.01649999999999996,0.062287655719139134,Other
ALGO,2025-07-27,0.2746,0.2911,0.2732,0.2861,11807391.61,2122716900,8697400012.838848,0.04187909686817193,0.9123162359981217,,0.017900000000000027,0.06551976573938517,Other
ALGO,2025-07-28,0.2861,0.2881,0.263,0.265,10051085.33,2122716900,8697400012.838848,-0.07375043691017125,1.014527512509617,,0.02510000000000001,0.09543726235741448,Other
ALGO,2025-07-29,0.265,0.2731,0.2552,0.2606,7801805.94,2122716900,8697400012.838848,-0.016603773584905723,1.010718250563892,,0.017900000000000027,0.07014106583072112,Other
ALGO,2025-07-30,0.2606,0.2626,0.2413,0.2537,7365414.0,2122716900,8697400012.838848,-0.02647735993860334,0.761495380167296,,0.021300000000000013,0.08827186075424788,Other
ALGO,2025-07-31,0.2537,0.2671,0.2431,0.244,9477939.74,2122716900,8697400012.838848,-0.038234134804887576,0.7899614463756808,,0.023999999999999994,0.09872480460715752,Other
ALGO,2025-08-01,0.244,0.2465,0.2296,0.2361,10181574.89,2122716900,8697400012.838848,-0.0323770491803278,0.7614547015080213,,0.0169,0.07360627177700348,Other
