coin,date,open,high,low,close,volume,market_cap,circulating_supply,ret,rv_7d,rv_30d,range_abs,range_pct,group
BTT,2025-07-30,7.1e-07,7.5e-07,6.9e-07,7e-07,34327.294,643173673,986061142857000.0,-0.014084507042253502,0.3726884353528684,,6.000000000000006e-08,0.08695652173913053,Other
BTT,2025-07-31,7e-07,7.2e-07,6.8e-07,6.8e-07,19379.918,643173673,986061142857000.0,-0.02857142857142858,0.4217319400907861,,4.000000000000004e-08,0.05882352941176477,Other
BTT,2025-08-01,6.8e-07,6.8e-07,6.6e-07,6.7e-07,20640.6672,643173673,986061142857000.0,-0.014705882352941013,0.4353233958824841,,1.9999999999999914e-08,0.030303030303030172,Other
BTT,2025-08-02,6.7e-07,6.7e-07,6.3e-07,6.4e-07,11757.93,643173673,986061142857000.0,-0.04477611940298509,0.5326684544084938,,4.000000000000004e-08,0.06349206349206356,Other
BTT,2025-08-03,6.4e-07,6.6e-07,6.4e-07,6.5e-07,5643.1900000000005,643173673,986061142857000.0,0.015625,0.48000733869521395,,2.000000000000002e-08,0.03125000000000003,Other
BTT,2025-08-04,6.5e-07,6.7e-07,6.5e-07,6.6e-07,8741.76,643173673,986061142857000.0,0.01538461538461533,0.5116385099551789,,2.000000000000002e-08,0.0307692307692308,Other
BTT,2025-08-05,6.6e-07,6.6e-07,6.4e-07,6.5e-07,9480.38,643173673,986061142857000.0,-0.015151515151515138,0.4187724506106372,,2.000000000000002e-08,0.03125000000000003,Other
BTT,2025-08-06,6.5e-07,6.6e-07,6.4e-07,6.6e-07,7755.302,643173673,986061142857000.0,0.01538461538461533,0.462975882215432,,2.000000000000002e-08,0.03125000000000003,Other
BTT,2025-08-07,6.6e-07,6.6e-07,6.5e-07,6.5e-07,37352.09,643173673,986061142857000.0,-0.015151515151515138,0.4362777337400632,0.4743643942866503,1.000000000000001e-08,0.0153846153846154,Other
BUSD,2025-07-08,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,,,,0.0,0.0,Other
BUSD,2025-07-09,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,,,0.0,0.0,Other
BUSD,2025-07-10,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,,,0.0,0.0,Other
BUSD,2025-07-11,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,,,0.0,0.0,Other
BUSD,2025-07-12,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,,,0.0,0.0,Other
BUSD,2025-07-13,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,,,0.0,0.0,Other
BUSD,2025-07-14,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,,,0.0,0.0,Other
BUSD,2025-07-15,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-07-16,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-07-17,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-07-18,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-07-19,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-07-20,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-07-21,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-07-22,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-07-23,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-07-24,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-07-25,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-07-26,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-07-27,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-07-28,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-07-29,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-07-30,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-07-31,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-08-01,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-08-02,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-08-03,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-08-04,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-08-05,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-08-06,0.9772,0.9772,0.9772,0.9772,0.0,313053760,312477997.5095268,0.0,0.0,,0.0,0.0,Other
BUSD,2025-08-07,0.9823,0.9823,0.9822,0.9822,0.0,313053760,312477997.5095268,0.0051166598444536415,0.03694740645605625,0.017847292891643437,9.999999999998899e-05,0.00010181225819587558,Other
CAKE,2025-07-08,2.251,2.533,2.232,2.296,68208.46,939215481,344559294.6820267,,,,0.3009999999999997,0.13485663082437263,Other
CAKE,2025-07-09,2.296,2.426,2.276,2.376,101010.79,939215481,344559294.6820267,0.03484320557491283,,,0.15000000000000036,0.0659050966608086,Other
CAKE,2025-07-10,2.376,2.495,2.361,2.492,166420.39,939215481,344559294.6820267,0.04882154882154888,,,0.1339999999999999,0.056755612028801306,Other
CAKE,2025-07-11,2.492,2.563,2.402,2.475,229499.1,939215481,344559294.6820267,-0.006821829855537698,,,0.16100000000000003,0.06702747710241466,Other
CAKE,2025-07-12,2.475,2.54,2.257,2.342,109223.01999999999,939215481,344559294.6820267,-0.05373737373737375,,,0.2829999999999999,0.1253876827647319,Other
CAKE,2025-07-13,2.342,2.435,2.332,2.404,93655.27,939215481,344559294.6820267,0.026473099914602782,,,0.1030000000000002,0.0441680960548886,Other
CAKE,2025-07-14,2.404,2.791,2.364,2.385,170005.69,939215481,344559294.6820267,-0.007903494176372816,,,0.42700000000000005,0.18062605752961086,Other
CAKE,2025-07-15,2.385,2.438,2.315,2.435,199240.08,939215481,344559294.6820267,0.02096436058700224,0.6606242667474962,,0.12300000000000022,0.053131749460043294,Other
CAKE,2025-07-16,2.435,2.534,2.402,2.501,695133.26,939215481,344559294.6820267,0.027104722792607783,0.6443342989488926,,0.13199999999999967,0.05495420482930877,Other
CAKE,2025-07-17,2.502,2.674,2.478,2.605,708799.22,939215481,344559294.6820267,0.04158336665333873,0.6179085285948068,,0.19599999999999973,0.07909604519774,Other
CAKE,2025-07-18,2.605,2.805,2.588,2.637,757510.07,939215481,344559294.6820267,0.012284069097888706,0.6075849129893159,,0.21700000000000008,0.08384853168469864,Other
CAKE,2025-07-19,2.637,2.695,2.577,2.663,199431.97,939215481,344559294.6820267,0.009859689040576436,0.30074980670286305,,0.11799999999999988,0.04578967792006204,Other
CAKE,2025-07-20,2.663,2.755,2.642,2.704,216483.78,939215481,344559294.6820267,0.015396169733383536,0.29371702573094505,,0.11299999999999999,0.04277062831188493,Other
CAKE,2025-07-21,2.704,2.908,2.628,2.769,345573.6,939215481,344559294.6820267,0.024038461538461453,0.20622398850337123,,0.2799999999999998,0.10654490106544894,Other
CAKE,2025-07-22,2.769,2.786,2.611,2.761,448903.76,939215481,344559294.6820267,-0.002889129649693012,0.27212968949137867,,0.17499999999999982,0.067024128686327,Other
CAKE,2025-07-23,2.761,2.982,2.62,2.714,674893.49,939215481,344559294.6820267,-0.017022817819630665,0.3574405072044168,,0.3620000000000001,0.13816793893129775,Other
CAKE,2025-07-24,2.714,2.765,2.538,2.654,278837.2,939215481,344559294.6820267,-0.022107590272660294,0.3304682360042429,,0.2270000000000003,0.08944050433412148,Other
CAKE,2025-07-25,2.654,2.769,2.587,2.768,229104.25,939215481,344559294.6820267,0.042954031650339175,0.4400785273283089,,0.18199999999999994,0.07035175879396982,Other
CAKE,2025-07-26,2.768,2.831,2.73,2.79,142003.48,939215481,344559294.6820267,0.007947976878612817,0.43958544591042475,,0.10099999999999998,0.03699633699633699,Other
CAKE,2025-07-27,2.791,3.104,2.783,3.085,596863.29,939215481,344559294.6820267,0.10573476702508966,0.8438795389741098,,0.3210000000000002,0.11534315486884664,Other
CAKE,2025-07-28,3.085,3.326,2.914,2.928,1551106.22,939215481,344559294.6820267,-0.05089141004862241,0.9830161454570138,,0.4119999999999999,0.1413864104323953,Other
CAKE,2025-07-29,2.928,3.029,2.778,2.844,551091.82,939215481,344559294.6820267,-0.02868852459016391,1.0191526199446714,,0.2509999999999999,0.09035277177825769,Other
CAKE,2025-07-30,2.844,2.891,2.659,2.786,415185.49,939215481,344559294.6820267,-0.020393811533051975,1.0239474796364558,,0.2320000000000002,0.08725084618277557,Other
CAKE,2025-07-31,2.786,2.901,2.71,2.711,261939.6,939215481,344559294.6820267,-0.026920315865039512,1.032236313280666,,0.19099999999999984,0.07047970479704792,Other
CAKE,2025-08-01,2.71,2.753,2.533,2.581,215402.3,939215481,344559294.6820267,-0.04795278495020283,1.0336015182015215,,0.2200000000000002,0.08685353335965267,Other
CAKE,2025-08-02,2.58,2.636,2.498,2.514,163067.41999999998,939215481,344559294.6820267,-0.025958930647036138,1.0292936398214956,,0.1379999999999999,0.055244195356284984,Other
CAKE,2025-08-03,2.514,2.605,2.491,2.587,63670.49,939215481,344559294.6820267,0.029037390612569824,0.5027653453460228,,0.11399999999999988,0.04576475311120027,Other
CAKE,2025-08-04,2.587,2.724,2.575,2.69,124206.39,939215481,344559294.6820267,0.03981445689988394,0.6252614338722937,,0.14900000000000002,0.05786407766990292,Other
CAKE,2025-08-05,2.69,2.691,2.534,2.562,91446.74,939215481,344559294.6820267,-0.0475836431226766,0.669998697212955,,0.15700000000000003,0.06195737963693766,Other
CAKE,2025-08-06,2.566,2.695,2.523,2.694,224487.46,939215481,344559294.6820267,0.051522248243559776,0.8155240155369484,,0.1719999999999997,0.06817281014665069,Other
CAKE,2025-08-07,2.694,2.738,2.686,2.737,1875710.25,939215481,344559294.6820267,0.015961395694135128,0.8008815481278806,0.7005398639745007,0.052000000000000046,0.019359642591213717,Other
CBETH,2025-07-08,2804.57,2899.54,2784.26,2885.32,1680074.56,519530725,128042.3640795263,,,,115.27999999999975,0.04140417920740151,Other
CBETH,2025-07-09,2885.32,3084.55,2858.64,3054.3,2065292.44,519530725,128042.3640795263,0.05856542775151463,,,225.9100000000003,0.07902708980494232,Other
CBETH,2025-07-10,3054.3,3310.0,3041.59,3255.36,1802702.07,519530725,128042.3640795263,0.06582850407622032,,,268.40999999999985,0.08824660785970491,Other
CBETH,2025-07-11,3255.36,3352.74,3216.5,3265.85,2442090.0,519530725,128042.3640795263,0.003222377862970527,,,136.23999999999978,0.04235659878750188,Other
CBETH,2025-07-12,3265.85,3288.61,3205.52,3248.59,1700134.33,519530725,128042.3640795263,-0.005284994718067204,,,83.09000000000015,0.025920911427787113,Other
CBETH,2025-07-13,3248.59,3331.14,3242.77,3281.33,927057.38,519530725,128042.3640795263,0.010078218550201745,,,88.36999999999989,0.027251393099109678,Other
CBETH,2025-07-14,3281.33,3400.0,3271.98,3326.95,1596487.24,519530725,128042.3640795263,0.013902899129316415,,,128.01999999999998,0.03912615602784857,Other
CBETH,2025-07-15,3326.95,3466.85,3234.91,3461.92,2003231.79,519530725,128042.3640795263,0.04056868903951072,0.5377223495714396,,231.94000000000005,0.0716990580881694,Other
CBETH,2025-07-16,3461.92,3776.88,3422.92,3719.58,3003001.75,519530725,128042.3640795263,0.07442690761196102,0.6031279299326641,,353.96000000000004,0.10340878548140185,Other
CBETH,2025-07-17,3719.58,3889.58,3655.88,3837.2,3253054.29,519530725,128042.3640795263,0.03162184977873839,0.5209118445779094,,233.69999999999982,0.06392441765046987,Other
CBETH,2025-07-18,3837.2,4055.73,3818.18,3914.82,3413518.15,519530725,128042.3640795263,0.020228291462524917,0.493234740143616,,237.55000000000018,0.06221550581690758,Other
CBETH,2025-07-19,3914.82,3983.07,3890.04,3966.45,1080609.4,519530725,128042.3640795263,0.013188345824328929,0.4354560085574757,,93.0300000000002,0.023914921183329788,Other
CBETH,2025-07-20,3966.45,4220.36,3950.49,4148.67,2427326.1,519530725,128042.3640795263,0.04594032447150487,0.416520867690982,,269.8699999999999,0.06831304471090925,Other
CBETH,2025-07-21,4148.67,4256.0,4089.01,4148.73,2525080.4699999997,519530725,128042.3640795263,1.4462466284337339e-05,0.4668616968341944,,166.98999999999978,0.04083873602656872,Other
CBETH,2025-07-22,4148.73,4189.83,3992.7,4135.22,4583481.38,519530725,128042.3640795263,-0.00325641822919287,0.5233868076736726,,197.1300000000001,0.04937260500413257,Other
CBETH,2025-07-23,4135.22,4152.84,3891.52,4002.54,3216600.97,519530725,128042.3640795263,-0.03208535458814776,0.48808456035674386,,261.32000000000016,0.06715113888660476,Other
CBETH,2025-07-24,4002.54,4157.45,3868.48,4083.41,2500458.96,519530725,128042.3640795263,0.02020467003452797,0.4648766028474733,,288.9699999999998,0.07469858962693353,Other
CBETH,2025-07-25,4083.41,4126.57,3943.38,4108.43,1997598.41,519530725,128042.3640795263,0.0061272318968705886,0.4555406387386972,,183.1899999999996,0.046455071537614835,Other
CBETH,2025-07-26,4108.43,4182.63,4079.66,4125.21,951363.18,519530725,128042.3640795263,0.0040842852379132655,0.45295012378584765,,102.97000000000025,0.02523984841874084,Other
CBETH,2025-07-27,4125.21,4278.17,4114.88,4271.25,1403479.94,519530725,128042.3640795263,0.03540183408844633,0.3994573365360226,,163.28999999999996,0.039682809705264784,Other
CBETH,2025-07-28,4271.25,4344.17,4141.13,4186.8,3565418.19,519530725,128042.3640795263,-0.01977172958735729,0.43638374727812274,,203.03999999999996,0.04903009565022107,Other
CBETH,2025-07-29,4186.8,4277.85,4100.16,4181.34,1899573.05,519530725,128042.3640795263,-0.0013040985955861117,0.4353076814533594,,177.6900000000005,0.04333733317724199,Other
CBETH,2025-07-30,4181.34,4225.16,4055.59,4198.77,1499653.4,519530725,128042.3640795263,0.004168520139476994,0.3294329626564751,,169.5699999999997,0.041811425711178817,Other
CBETH,2025-07-31,4198.77,4276.57,4056.31,4074.51,3314079.68,519530725,128042.3640795263,-0.029594381211640597,0.3971834172710329,,220.25999999999976,0.054300583535282006,Other
CBETH,2025-08-01,4074.51,4109.01,3784.31,3842.21,3569295.75,519530725,128042.3640795263,-0.057012990519105355,0.5635488379873247,,324.7000000000003,0.0858016388720798,Other
CBETH,2025-08-02,3842.21,3895.34,3643.69,3735.17,1811488.81,519530725,128042.3640795263,-0.02785896658433562,0.5651284485966748,,251.6500000000001,0.06906460209293329,Other
CBETH,2025-08-03,3735.17,3879.74,3702.42,3853.84,833799.96,519530725,128042.3640795263,0.03177097695687214,0.5462253121656111,,177.3199999999997,0.04789299971370069,Other
CBETH,2025-08-04,3853.84,4116.35,3846.77,4098.23,1549863.27,519530725,128042.3640795263,0.06341467211923679,0.7765893215471604,,269.5800000000004,0.07007957325236507,Other
CBETH,2025-08-05,4098.23,4099.4,3909.07,3977.74,1619915.9000000001,519530725,128042.3640795263,-0.029400497287853433,0.8004337022290983,,190.32999999999947,0.04868933019874279,Other
CBETH,2025-08-06,3977.74,4075.58,3928.44,4059.79,887395.88,519530725,128042.3640795263,0.02062729087371218,0.8221315236501556,,147.13999999999987,0.03745507122420092,Other
CBETH,2025-08-07,4059.79,4060.08,4038.48,4047.57,29499.41,519530725,128042.3640795263,-0.0030100079068128283,0.7937208084591078,0.6059929573393772,21.59999999999991,0.005348546978070935,Other
CFX,2025-07-08,0.07361,0.07615,0.07195,0.07543,34059.88,1111175335,5122248931.615923,,,,0.004199999999999995,0.05837387074357186,Other
CFX,2025-07-09,0.07448,0.07938,0.07448,0.07811,41436.95,1111175335,5122248931.615923,0.03552963012064159,,,0.004900000000000002,0.06578947368421054,Other
CFX,2025-07-10,0.07701,0.09316,0.07701,0.09316,32876.67,1111175335,5122248931.615923,0.19267699398284477,,,0.01615000000000001,0.20971302428256086,Other
CFX,2025-07-11,0.09316,0.1035,0.08907,0.09874,32412.75,1111175335,5122248931.615923,0.05989695148132235,,,0.014429999999999998,0.162007409902324,Other
CFX,2025-07-12,0.09874,0.1067,0.09259,0.0964,47189.47,1111175335,5122248931.615923,-0.023698602390115453,,,0.014109999999999998,0.1523922669834755,Other
CFX,2025-07-13,0.0964,0.1091,0.09541,0.1027,43412.86,1111175335,5122248931.615923,0.06535269709543567,,,0.013690000000000008,0.1434860077560005,Other
CFX,2025-07-14,0.1027,0.1068,0.09926,0.1017,55875.41,1111175335,5122248931.615923,-0.009737098344693274,,,0.007540000000000005,0.07596211968567404,Other
CFX,2025-07-15,0.1017,0.1054,0.09766,0.1033,822989.61,1111175335,5122248931.615923,0.015732546705998107,1.374253672979229,,0.007739999999999997,0.07925455662502556,Other
CFX,2025-07-16,0.1033,0.1058,0.1004,0.1006,196877.49,1111175335,5122248931.615923,-0.02613746369796721,1.476537181949423,,0.005400000000000002,0.053784860557768946,Other
CFX,2025-07-17,0.1039,0.1039,0.09743,0.1023,51037.92,1111175335,5122248931.615923,0.016898608349900757,0.7127405600458859,,0.0064700000000000035,0.06640665092887205,Other
CFX,2025-07-18,0.1013,0.1153,0.1013,0.1022,58890.91,1111175335,5122248931.615923,-0.0009775171065493637,0.6013481090026724,,0.013999999999999999,0.13820335636722605,Other
CFX,2025-07-19,0.1036,0.1068,0.1005,0.106,50084.23,1111175335,5122248931.615923,0.03718199608610573,0.5828679587552659,,0.0063,0.0626865671641791,Other
CFX,2025-07-20,0.1053,0.2467,0.1053,0.2235,125545.05,1111175335,5122248931.615923,1.108490566037736,7.97433578784757,,0.1414,1.342830009496676,Other
CFX,2025-07-21,0.2235,0.2436,0.2055,0.2218,144426.26,1111175335,5122248931.615923,-0.0076062639821029565,7.971541189037582,,0.03810000000000002,0.1854014598540147,Other
CFX,2025-07-22,0.2191,0.224,0.1575,0.1773,138671.73,1111175335,5122248931.615923,-0.20063119927862938,8.358999005902982,,0.0665,0.4222222222222222,Other
CFX,2025-07-23,0.1754,0.1843,0.1632,0.1719,274473.29,1111175335,5122248931.615923,-0.030456852791878264,8.364041138085547,,0.02109999999999998,0.12928921568627438,Other
CFX,2025-07-24,0.1719,0.1889,0.1616,0.1735,414011.97,1111175335,5122248931.615923,0.009307737056428067,8.370564261999451,,0.02730000000000002,0.16893564356435656,Other
CFX,2025-07-25,0.1735,0.1924,0.1703,0.1874,145362.57,1111175335,5122248931.615923,0.08011527377521621,8.313212097873748,,0.02209999999999998,0.1297709923664121,Other
CFX,2025-07-26,0.1874,0.197,0.1786,0.1847,278599.1,1111175335,5122248931.615923,-0.014407684098185713,8.361120876905874,,0.0184,0.10302351623740201,Other
CFX,2025-07-27,0.1847,0.1912,0.1812,0.1874,487655.22000000003,1111175335,5122248931.615923,0.01461829994585817,1.6543657468756345,,0.010000000000000009,0.05518763796909497,Other
CFX,2025-07-28,0.1871,0.1961,0.1818,0.1937,51597.14,1111175335,5122248931.615923,0.03361792956243326,1.7012329797064922,,0.014300000000000007,0.0786578657865787,Other
CFX,2025-07-29,0.1937,0.2787,0.1919,0.2067,161844.04,1111175335,5122248931.615923,0.06711409395973145,0.7735146883407198,,0.08680000000000002,0.45231891610213665,Other
CFX,2025-07-30,0.2067,0.2318,0.1924,0.23,48345.0,1111175335,5122248931.615923,0.11272375423318826,0.8595173720956222,,0.03940000000000002,0.20478170478170488,Other
CFX,2025-07-31,0.23,0.2315,0.2049,0.2145,67157.93000000001,1111175335,5122248931.615923,-0.06739130434782614,1.1673496396777887,,0.026600000000000013,0.12981942410932168,Other
CFX,2025-08-01,0.2145,0.2189,0.1899,0.1939,45260.09,1111175335,5122248931.615923,-0.09603729603729605,1.3988569897087246,,0.028999999999999998,0.15271195365982093,Other
CFX,2025-08-02,0.1939,0.1965,0.1835,0.1878,44253.88,1111175335,5122248931.615923,-0.03145951521402779,1.4201205132490924,,0.013000000000000012,0.07084468664850142,Other
CFX,2025-08-03,0.1878,0.2216,0.1866,0.2173,45272.98,1111175335,5122248931.615923,0.1570820021299255,1.8017312395506886,,0.035,0.18756698821007506,Other
CFX,2025-08-04,0.2175,0.2314,0.2089,0.2137,41843.35,1111175335,5122248931.615923,-0.01656695812241138,1.823596864260613,,0.022499999999999992,0.10770703685974146,Other
CFX,2025-08-05,0.2132,0.2171,0.2018,0.2036,57184.88,1111175335,5122248931.615923,-0.0472625175479644,1.8229404569240533,,0.01529999999999998,0.07581764122893944,Other
CFX,2025-08-06,0.2036,0.2224,0.1988,0.2196,156708.30000000002,1111175335,5122248931.615923,0.07858546168958735,1.709462601068066,,0.023599999999999982,0.11871227364185101,Other
CFX,2025-08-07,0.2201,0.2223,0.2152,0.217,7305432.89,1111175335,5122248931.615923,-0.011839708561020013,1.6278658326566227,4.07282110623858,0.007099999999999995,0.032992565055762056,Other
CHZ,2025-07-08,0.03522,0.03597,0.03462,0.03587,231008.54,386447141,9762446201.0,,,,0.001350000000000004,0.038994800693241016,Other
CHZ,2025-07-09,0.03587,0.03804,0.03551,0.03778,667901.17,386447141,9762446201.0,0.05324783942012834,,,0.0025299999999999975,0.0712475359053787,Other
CHZ,2025-07-10,0.03778,0.03996,0.03736,0.03983,309054.39,386447141,9762446201.0,0.05426151402858648,,,0.002600000000000005,0.06959314775160613,Other
CHZ,2025-07-11,0.03983,0.04138,0.03941,0.03991,289263.63,386447141,9762446201.0,0.0020085362791866235,,,0.0019699999999999995,0.04998731286475513,Other
CHZ,2025-07-12,0.03991,0.04074,0.03872,0.03978,101836.77,386447141,9762446201.0,-0.0032573289902280145,,,0.002020000000000001,0.05216942148760333,Other
CHZ,2025-07-13,0.03978,0.04154,0.03951,0.0407,133829.89,386447141,9762446201.0,0.02312719959778775,,,0.002029999999999997,0.0513793976208554,Other
CHZ,2025-07-14,0.0407,0.04216,0.03976,0.04028,209309.85,386447141,9762446201.0,-0.010319410319410194,,,0.0024000000000000063,0.06036217303822954,Other
CHZ,2025-07-15,0.04028,0.0414,0.03871,0.04139,158061.18,386447141,9762446201.0,0.027557100297914694,0.5008607861753243,,0.002689999999999998,0.06949108757427015,Other
CHZ,2025-07-16,0.04139,0.04444,0.04074,0.04215,271333.52,386447141,9762446201.0,0.01836192316984775,0.42097416584505304,,0.003700000000000002,0.09081983308787438,Other
CHZ,2025-07-17,0.04215,0.0429,0.04102,0.04256,222229.8,386447141,9762446201.0,0.009727164887307183,0.2704050284872532,,0.0018799999999999997,0.04583130180399804,Other
CHZ,2025-07-18,0.04256,0.04517,0.04184,0.04249,367439.13,386447141,9762446201.0,-0.00164473684210531,0.27782979319005746,,0.0033299999999999996,0.0795889101338432,Other
CHZ,2025-07-19,0.04249,0.0439,0.04163,0.04378,124169.3,386447141,9762446201.0,0.03036008472581786,0.29267937027919105,,0.002270000000000001,0.05452798462647132,Other
CHZ,2025-07-20,0.04378,0.04622,0.04343,0.04565,163405.01,386447141,9762446201.0,0.04271356783919611,0.3573479219971384,,0.002789999999999994,0.06424130785171525,Other
CHZ,2025-07-21,0.04565,0.04729,0.04477,0.0463,257086.31,386447141,9762446201.0,0.014238773274917849,0.2801340569486709,,0.0025200000000000014,0.05628769265132905,Other
CHZ,2025-07-22,0.0463,0.04649,0.04385,0.04629,190202.66,386447141,9762446201.0,-0.0002159827213823462,0.3062572970896247,,0.0026399999999999965,0.06020524515393379,Other
CHZ,2025-07-23,0.04629,0.04637,0.04113,0.04212,224598.32,386447141,9762446201.0,-0.09008425145819832,0.8238711989082207,,0.005240000000000002,0.12740092389982985,Other
CHZ,2025-07-24,0.04212,0.043,0.03984,0.04148,130853.58,386447141,9762446201.0,-0.015194681861348425,0.826959558870166,,0.003159999999999996,0.07931726907630512,Other
CHZ,2025-07-25,0.04148,0.0424,0.04013,0.0424,151998.52,386447141,9762446201.0,0.022179363548698205,0.8466997669749923,,0.002270000000000001,0.05656615998006482,Other
CHZ,2025-07-26,0.0424,0.0431,0.04204,0.04263,58785.2,386447141,9762446201.0,0.005424528301886777,0.8117555225922743,,0.0010599999999999984,0.02521408182683155,Other
CHZ,2025-07-27,0.04263,0.04567,0.04243,0.0442,143507.13,386447141,9762446201.0,0.03682852451325358,0.7924819656162887,,0.00324,0.07636106528399716,Other
CHZ,2025-07-28,0.0442,0.0448,0.04101,0.04124,308639.92,386447141,9762446201.0,-0.0669683257918553,0.8906998196167427,,0.0037900000000000017,0.09241648378444287,Other
CHZ,2025-07-29,0.04124,0.04261,0.0402,0.04101,155820.42,386447141,9762446201.0,-0.005577109602327823,0.8859566850611117,,0.0024100000000000024,0.05995024875621897,Other
CHZ,2025-07-30,0.04101,0.04129,0.03874,0.04057,109116.5,386447141,9762446201.0,-0.010729090465739999,0.632392985207646,,0.0025500000000000037,0.06582343830665989,Other
CHZ,2025-07-31,0.04057,0.04151,0.03856,0.03862,84011.56,386447141,9762446201.0,-0.04806507271382798,0.7053938475488079,,0.0029500000000000012,0.0765041493775934,Other
CHZ,2025-08-01,0.03862,0.03889,0.03682,0.03786,123475.58,386447141,9762446201.0,-0.019678922837907953,0.6536889503987134,,0.0020700000000000024,0.056219445953286325,Other
CHZ,2025-08-02,0.03786,0.0382,0.03646,0.03723,99808.70999999999,386447141,9762446201.0,-0.016640253565768592,0.629619340860799,,0.0017399999999999985,0.04772353263850791,Other
CHZ,2025-08-03,0.03723,0.03831,0.0366,0.03825,51067.06999999999,386447141,9762446201.0,0.027397260273972712,0.5808206667572676,,0.0017099999999999962,0.046721311475409734,Other
CHZ,2025-08-04,0.03825,0.04009,0.03823,0.03995,92029.31999999999,386447141,9762446201.0,0.04444444444444451,0.5902814498353037,,0.0018600000000000005,0.04865289040020927,Other
CHZ,2025-08-05,0.03995,0.04011,0.03792,0.03864,68375.52,386447141,9762446201.0,-0.0327909887359199,0.6259946696092544,,0.0021899999999999975,0.05775316455696196,Other
CHZ,2025-08-06,0.03864,0.03953,0.03773,0.03951,127732.41,386447141,9762446201.0,0.022515527950310643,0.6621899417497943,,0.001800000000000003,0.047707394646170236,Other
CHZ,2025-08-07,0.03949,0.03958,0.03939,0.03952,8409.14,386447141,9762446201.0,0.00025310048089077775,0.5448237074817733,0.6374677173705221,0.00018999999999999573,0.004823559279004715,Other
CMETH,2025-07-08,2712.65,2809.08,2696.39,2788.36,264031.04,771032538,196279.507325891,,,,112.69000000000005,0.04179291571323142,Other
CMETH,2025-07-09,2788.36,2975.57,2766.9,2958.36,607355.38,771032538,196279.507325891,0.060967737307951575,,,208.67000000000007,0.07541653113592832,Other
